Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,latitude,longitude,altitude,utm_easting,utm_northing,zone,letter
1580683514.9658456,326,1580683514,965197086,gps,42.1231824,71.03382500000001,10.300000190734863,331885.08996823634,4665454.920375363,19,T
1580683515.9651906,327,1580683515,964641094,gps,42.1231824,71.03382500000001,10.300000190734863,331885.08996823634,4665454.920375363,19,T
1580683516.965525,328,1580683516,964937925,gps,42.1231824,71.03382500000001,10.300000190734863,331885.08996823634,4665454.920375363,19,T
1580683517.9596632,329,1580683517,958885908,gps,42.1231824,71.03382500000001,10.300000190734863,331885.08996823634,4665454.920375363,19,T
1580683518.9661949,330,1580683518,965363979,gps,42.1231824,71.03382500000001,10.300000190734863,331885.08996823634,4665454.920375363,19,T
1580683519.9663777,331,1580683519,965702056,gps,42.123183,71.0338256,10.100000381469727,331885.0419573091,4665454.988179753,19,T
1580683520.9659185,332,1580683520,965245962,gps,42.123183,71.0338256,10.100000381469727,331885.0419573091,4665454.988179753,19,T
1580683521.964318,333,1580683521,963644027,gps,42.123183,71.0338256,10.100000381469727,331885.0419573091,4665454.988179753,19,T
1580683522.966211,334,1580683522,965564966,gps,42.123183,71.0338256,10.100000381469727,331885.0419573091,4665454.988179753,19,T
1580683523.958794,335,1580683523,958069086,gps,42.123183,71.0338256,10.100000381469727,331885.0419573091,4665454.988179753,19,T
1580683524.981919,336,1580683524,981246948,gps,42.123183,71.0338256,10.100000381469727,331885.0419573091,4665454.988179753,19,T
1580683525.9650962,337,1580683525,964452981,gps,42.123183,71.0338256,10.100000381469727,331885.0419573091,4665454.988179753,19,T
1580683526.9659672,338,1580683526,965342998,gps,42.123183,71.0338256,10.100000381469727,331885.0419573091,4665454.988179753,19,T
1580683527.9662678,339,1580683527,965550899,gps,42.123183,71.0338256,10.100000381469727,331885.0419573091,4665454.988179753,19,T
1580683528.9676313,340,1580683528,967046022,gps,42.123183,71.0338256,10.100000381469727,331885.0419573091,4665454.988179753,19,T
1580683529.9664357,341,1580683529,965774059,gps,42.123183,71.0338256,10.100000381469727,331885.0419573091,4665454.988179753,19,T
1580683530.9676363,342,1580683530,967051029,gps,42.123183,71.0338256,10.100000381469727,331885.0419573091,4665454.988179753,19,T
1580683531.9598062,343,1580683531,959111928,gps,42.123183,71.0338256,10.100000381469727,331885.0419573091,4665454.988179753,19,T
1580683532.9683015,344,1580683532,967617988,gps,42.123183,71.0338256,10.100000381469727,331885.0419573091,4665454.988179753,19,T
1580683533.9694679,345,1580683533,968853950,gps,42.123183,71.0338256,10.100000381469727,331885.0419573091,4665454.988179753,19,T
1580683534.9697845,346,1580683534,969175100,gps,42.123183,71.0338256,10.100000381469727,331885.0419573091,4665454.988179753,19,T
1580683535.97385,347,1580683535,973052024,gps,42.123183,71.0338256,10.100000381469727,331885.0419573091,4665454.988179753,19,T
1580683536.992727,348,1580683536,992036104,gps,42.123183,71.0338256,10.100000381469727,331885.0419573091,4665454.988179753,19,T
1580683537.9689758,349,1580683537,968274116,gps,42.123183,71.0338256,10.199999809265137,331885.0419573091,4665454.988179753,19,T
1580683538.9699645,350,1580683538,969315052,gps,42.123183,71.0338256,10.199999809265137,331885.0419573091,4665454.988179753,19,T
1580683539.9740856,351,1580683539,973349094,gps,42.123183,71.0338256,10.100000381469727,331885.0419573091,4665454.988179753,19,T
1580683540.9991276,352,1580683540,998353004,gps,42.123183,71.0338256,10.100000381469727,331885.0419573091,4665454.988179753,19,T
1580683541.968706,353,1580683541,968027114,gps,42.123183,71.0338256,10.100000381469727,331885.0419573091,4665454.988179753,19,T
1580683542.9984608,354,1580683542,997770071,gps,42.123183,71.0338256,10.100000381469727,331885.0419573091,4665454.988179753,19,T
1580683543.9697099,355,1580683543,969053030,gps,42.123183,71.0338256,10.100000381469727,331885.0419573091,4665454.988179753,19,T
1580683544.9701874,356,1580683544,969521045,gps,42.123183,71.0338256,10.100000381469727,331885.0419573091,4665454.988179753,19,T
1580683545.9663062,357,1580683545,965660095,gps,42.123183,71.0338256,10.100000381469727,331885.0419573091,4665454.988179753,19,T
1580683546.9662704,358,1580683546,965737104,gps,42.123183,71.0338256,10.100000381469727,331885.0419573091,4665454.988179753,19,T
1580683547.9660978,359,1580683547,965370893,gps,42.123183,71.0338256,10.100000381469727,331885.0419573091,4665454.988179753,19,T
1580683548.9670799,360,1580683548,966465950,gps,42.123183,71.0338256,10.100000381469727,331885.0419573091,4665454.988179753,19,T
1580683549.9857838,361,1580683549,985058069,gps,42.123183,71.0338256,10.100000381469727,331885.0419573091,4665454.988179753,19,T
1580683550.9658103,362,1580683550,965121984,gps,42.123183,71.0338256,10.100000381469727,331885.0419573091,4665454.988179753,19,T
1580683551.9664147,363,1580683551,965717077,gps,42.123183,71.0338256,10.100000381469727,331885.0419573091,4665454.988179753,19,T
1580683552.9671965,364,1580683552,966480970,gps,42.123183,71.0338256,10.100000381469727,331885.0419573091,4665454.988179753,19,T
1580683553.9932551,365,1580683553,992618083,gps,42.123183,71.0338256,10.100000381469727,331885.0419573091,4665454.988179753,19,T
1580683554.960386,366,1580683554,959686040,gps,42.123183,71.0338256,10.100000381469727,331885.0419573091,4665454.988179753,19,T
1580683555.987023,367,1580683555,986392974,gps,42.123183,71.0338256,10.100000381469727,331885.0419573091,4665454.988179753,19,T
1580683556.9662008,368,1580683556,965611934,gps,42.123183,71.0338256,10.100000381469727,331885.0419573091,4665454.988179753,19,T
1580683557.9655826,369,1580683557,964879035,gps,42.123183,71.0338256,10.100000381469727,331885.0419573091,4665454.988179753,19,T
1580683558.9673655,370,1580683558,966631889,gps,42.123183,71.0338256,10.100000381469727,331885.0419573091,4665454.988179753,19,T
1580683559.9598393,371,1580683559,959131956,gps,42.123183,71.0338256,10.100000381469727,331885.0419573091,4665454.988179753,19,T
1580683560.967675,372,1580683560,966962099,gps,42.123183,71.0338256,10.100000381469727,331885.0419573091,4665454.988179753,19,T
1580683561.9648387,373,1580683561,964174032,gps,42.123183,71.0338256,10.100000381469727,331885.0419573091,4665454.988179753,19,T
1580683562.9658527,374,1580683562,965254068,gps,42.123183,71.0338256,10.100000381469727,331885.0419573091,4665454.988179753,19,T
1580683563.968965,375,1580683563,968281030,gps,42.123183,71.0338256,10.100000381469727,331885.0419573091,4665454.988179753,19,T
1580683564.965284,376,1580683564,964612960,gps,42.123183,71.0338256,10.100000381469727,331885.0419573091,4665454.988179753,19,T
1580683565.9576812,377,1580683565,957058906,gps,42.123183,71.0338256,10.100000381469727,331885.0419573091,4665454.988179753,19,T
1580683566.9673376,378,1580683566,966469049,gps,42.123183,71.0338256,10.100000381469727,331885.0419573091,4665454.988179753,19,T
1580683567.9650486,379,1580683567,964370965,gps,42.123183,71.0338256,10.100000381469727,331885.0419573091,4665454.988179753,19,T
1580683568.9657452,380,1580683568,965075969,gps,42.123183,71.0338256,10.100000381469727,331885.0419573091,4665454.988179753,19,T
1580683569.9682052,381,1580683569,967473983,gps,42.123183,71.0338256,10.100000381469727,331885.0419573091,4665454.988179753,19,T
1580683570.9685433,382,1580683570,968000888,gps,42.123183,71.0338256,10.100000381469727,331885.0419573091,4665454.988179753,19,T
